wavelength_nm,cie_v_lambda,bpw34_relative_response
786.94,0.00000925742,0.70707
787.12,0.00000914231,0.70738
787.3,0.00000902982,0.70769
787.48,0.00000891733,0.708
787.67,0.00000879859,0.70833
787.85,0.0000086861,0.70864
788.03,0.00000857487,0.70895
788.21,0.00000846988,0.70925
788.4,0.00000835907,0.70958
788.58,0.00000825409,0.70989
788.76,0.00000814911,0.7102
788.94,0.00000804413,0.71051
789.12,0.00000794392,0.71082
789.31,0.00000784067,0.71115
789.49,0.00000774285,0.71146
789.67,0.00000764503,0.71176
789.85,0.00000754721,0.71207
790.04,0.00000744545,0.7124
790.22,0.00000735435,0.71271
790.4,0.00000726325,0.71302
790.58,0.00000717214,0.71333
790.76,0.00000708104,0.71364
790.95,0.00000698487,0.71397
791.13,0.00000689826,0.71427
791.31,0.00000681338,0.71458
791.49,0.0000067285,0.71489
791.68,0.0000066389,0.71522
791.86,0.00000655402,0.71553
792.04,0.00000647042,0.71584
792.22,0.00000639135,0.71615
792.4,0.00000631228,0.71646
792.59,0.00000622881,0.71678
792.77,0.00000614974,0.71709
792.95,0.00000607066,0.7174
793.13,0.00000599549,0.71771
793.31,0.00000592182,0.71802
793.49,0.00000584814,0.71833
793.68,0.00000577037,0.71866
793.86,0.0000056967,0.71897
794.04,0.00000562413,0.71928
794.22,0.00000555544,0.71959
794.4,0.00000548676,0.7199
794.59,0.00000541425,0.72022
794.77,0.00000534557,0.72053
794.95,0.00000527688,0.72084
795.13,0.00000521152,0.72115
795.31,0.00000514743,0.72146
795.49,0.00000508335,0.72177
795.68,0.0000050157,0.7221
795.86,0.00000495162,0.72241
796.04,0.00000488849,0.72272
796.22,0.00000482872,0.72303
796.4,0.00000476895,0.72333
796.58,0.00000470918,0.72364
796.77,0.00000464609,0.72397
796.95,0.00000458632,0.72428
797.13,0.00000452948,0.72459
797.31,0.00000447377,0.7249
797.49,0.00000441805,0.72521
797.67,0.00000436234,0.72552
797.85,0.00000430662,0.72583
798.04,0.00000424866,0.72615
798.22,0.00000419673,0.72646
798.4,0.00000414481,0.72677
798.58,0.00000409289,0.72708
798.76,0.00000404097,0.72739
798.94,0.00000398905,0.7277
799.12,0.00000393948,0.72801
799.31,0.0000038884,0.72834
799.49,0.00000384001,0.72865
799.67,0.00000379162,0.72896
799.85,0.00000374323,0.72927
800.03,0.00000369538,0.72958
800.21,0.00000365025,0.72988
800.39,0.00000360511,0.73019
800.57,0.00000355998,0.7305
800.76,0.00000351234,0.73083
800.94,0.00000346721,0.73114
801.12,0.0000034241,0.73145
801.3,0.000003382,0.73176
801.48,0.00000333991,0.73207
801.66,0.00000329781,0.73238
801.84,0.00000325572,0.73269
802.02,0.00000321394,0.733
802.2,0.0000031747,0.73331
802.39,0.00000313328,0.73363
802.57,0.00000309404,0.73394
802.75,0.0000030548,0.73425
802.93,0.00000301556,0.73456
803.11,0.00000297795,0.73487
803.29,0.00000294138,0.73518
803.47,0.00000290481,0.73549
803.65,0.00000286825,0.7358
803.83,0.00000283168,0.73611
804.01,0.00000279525,0.73642
804.2,0.00000275927,0.73674
804.38,0.00000272519,0.73705
804.56,0.00000269111,0.73736
804.74,0.00000265703,0.73767
804.92,0.00000262295,0.73798
805.1,0.00000259014,0.73829
805.28,0.00000255836,0.7386
805.46,0.00000252657,0.73891
805.64,0.00000249479,0.73922
805.82,0.000002463,0.73953
806,0.00000243122,0.73984
806.18,0.00000240158,0.74015
806.36,0.00000237193,0.74046
806.55,0.00000234064,0.74078
806.73,0.000002311,0.74109
806.91,0.00000228135,0.7414
807.09,0.00000225271,0.74171
807.27,0.00000222508,0.74202
807.45,0.00000219745,0.74233
807.63,0.00000216981,0.74264
807.81,0.00000214218,0.74295
807.99,0.00000211455,0.74326
808.17,0.00000208869,0.74357
808.35,0.00000206294,0.74388
808.53,0.00000203719,0.74419
808.71,0.00000201143,0.7445
808.89,0.00000198568,0.74481
809.07,0.00000196061,0.74512
809.25,0.00000193661,0.74543
809.43,0.00000191261,0.74574
809.61,0.0000018886,0.74604
809.79,0.0000018646,0.74635
809.97,0.0000018406,0.74666
810.15,0.00000181794,0.74697
810.34,0.00000179431,0.7473
810.52,0.00000177193,0.74761
810.7,0.00000174954,0.74792
810.88,0.00000172715,0.74823
811.06,0.00000170527,0.74854
811.24,0.00000168439,0.74885
811.42,0.00000166351,0.74916
811.6,0.00000164263,0.74947
811.78,0.00000162175,0.74978
811.96,0.00000160087,0.75008
812.14,0.00000158109,0.75039
812.32,0.00000156162,0.7507
812.5,0.00000154216,0.75101
812.68,0.00000152269,0.75132
812.86,0.00000150323,0.75163
813.04,0.00000148406,0.75194
813.22,0.00000146592,0.75225
813.4,0.00000144778,0.75256
813.58,0.00000142964,0.75287
813.76,0.0000014115,0.75318
813.94,0.00000139336,0.75349
814.12,0.00000137604,0.7538
814.3,0.00000135914,0.75411
814.48,0.00000134224,0.75442
814.66,0.00000132533,0.75473
814.84,0.00000130843,0.75504
815.02,0.00000129165,0.75535
815.2,0.00000127588,0.75565
815.38,0.00000126012,0.75596
815.56,0.00000124436,0.75627
815.74,0.00000122859,0.75658
815.92,0.00000121283,0.75689
816.1,0.00000119765,0.7572
816.28,0.00000118295,0.75751
816.46,0.00000116825,0.75782
816.63,0.00000115436,0.75811
816.81,0.00000113966,0.75842
816.99,0.00000112496,0.75873
817.17,0.0000011112,0.75904
817.35,0.0000010975,0.75935
817.53,0.00000108379,0.75966
817.71,0.00000107009,0.75997
817.89,0.00000105638,0.76028
818.07,0.00000104304,0.76059
818.25,0.00000103027,0.7609
818.43,0.0000010175,0.76121
818.61,0.00000100473,0.76152
818.79,9.91958e-7,0.76183
818.97,9.79186e-7,0.76214
819.15,9.67139e-7,0.76245
819.33,9.55236e-7,0.76275
819.51,9.43333e-7,0.76306
819.69,9.3143e-7,0.76337
819.87,9.19527e-7,0.76368
820.05,9.07846e-7,0.76399
820.23,8.96744e-7,0.7643
820.4,8.86259e-7,0.76459
820.58,8.75156e-7,0.7649
820.76,8.64054e-7,0.76521
820.94,8.52952e-7,0.76552
821.12,8.42348e-7,0.76583
821.3,8.31992e-7,0.76614
821.48,8.21637e-7,0.76645
821.66,8.11281e-7,0.76676
821.84,8.00926e-7,0.76707
822.02,7.90649e-7,0.76738
822.2,7.80995e-7,0.76769
822.38,7.71341e-7,0.768
822.56,7.61688e-7,0.76831
822.73,7.52571e-7,0.7686
822.91,7.42917e-7,0.76891
823.09,7.33592e-7,0.76922
823.27,7.24596e-7,0.76953
823.45,7.15599e-7,0.76984
823.63,7.06603e-7,0.77015
823.81,6.97606e-7,0.77046
823.99,6.8861e-7,0.77077
824.17,6.80191e-7,0.77108
824.35,6.71807e-7,0.77139
824.52,6.63888e-7,0.77168
824.7,6.55504e-7,0.77199
824.88,6.4712e-7,0.7723
825.06,6.38924e-7,0.77261
825.24,6.31104e-7,0.77292
825.42,6.23285e-7,0.77322
825.6,6.15466e-7,0.77353
825.78,6.07646e-7,0.77384
825.96,5.99827e-7,0.77415
826.13,5.92823e-7,0.77445
826.31,5.8553e-7,0.77475
826.49,5.78237e-7,0.77506
826.67,5.70945e-7,0.77537
826.85,5.63652e-7,0.77568
827.03,5.56442e-7,0.77599
827.21,5.49644e-7,0.7763
827.39,5.42846e-7,0.77661
827.56,5.36425e-7,0.7769
827.74,5.29627e-7,0.77721
827.92,5.22829e-7,0.77752
828.1,5.16288e-7,0.77783
828.28,5.09953e-7,0.77814
828.46,5.03618e-7,0.77845
828.64,4.97283e-7,0.77876
828.81,4.91299e-7,0.77905
828.99,4.84964e-7,0.77936
829.17,4.79036e-7,0.77967
829.35,4.73131e-7,0.77998
829.53,4.67227e-7,0.78029
829.71,4.61323e-7,0.7806
829.88,4.55746e-7,0.78089
